shortname,compound_name,iso_name,area,conc_nm_in_env
Amm-Deep-Eve-T0-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",58757.20157817934,0.00425240432983094
Amm-Deep-Eve-T0-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Eve-T0-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",65784.08665351385,0.0046421394576315
Amm-Deep-Eve-T0-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Eve-T0-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",20752.762384244732,0.00168210163484794
Amm-Deep-Eve-T0-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Eve-T1-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",51449.1644547972,0.00389408178577245
Amm-Deep-Eve-T1-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Eve-T1-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",39394.417271761326,0.00317078906719893
Amm-Deep-Eve-T1-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Eve-T1-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",44716.65690311372,0.00404327224796422
Amm-Deep-Eve-T1-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Eve-T10-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",54196.28695844997,0.0040003644114334
Amm-Deep-Eve-T10-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Eve-T10-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",47058.369593523894,0.00334924900729431
Amm-Deep-Eve-T10-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Eve-T10-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",77567.52176664757,0.00523440954282527
Amm-Deep-Eve-T10-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Eve-T26-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",50480.0922133744,0.0034620431847581
Amm-Deep-Eve-T26-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Eve-T26-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",71189.5276750495,0.00515937092447231
Amm-Deep-Eve-T26-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Eve-T26-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",37164.46879875331,0.00332588220049511
Amm-Deep-Eve-T26-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Eve-T3-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",58534.96238095971,0.00473432326752399
Amm-Deep-Eve-T3-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Eve-T3-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",91214.31730154254,0.00615372728304667
Amm-Deep-Eve-T3-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Eve-T3-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",42167.760220159056,0.00261526363463501
Amm-Deep-Eve-T3-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Morn-T0-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",86820.81586600884,0.006065258367366
Amm-Deep-Morn-T0-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Morn-T0-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",41352.275039148175,0.00337667985852647
Amm-Deep-Morn-T0-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Morn-T0-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",46205.91316076214,0.00382223430082238
Amm-Deep-Morn-T0-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Morn-T1-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",36908.86956346004,0.00278981221126389
Amm-Deep-Morn-T1-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Morn-T1-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",61448.68693211415,0.00466738722046662
Amm-Deep-Morn-T1-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Morn-T1-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",80712.41434924708,0.00593797141755136
Amm-Deep-Morn-T1-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Morn-T10-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",37967.971653700726,0.00270666042670823
Amm-Deep-Morn-T10-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Morn-T10-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",49968.56197202741,0.00393133958396509
Amm-Deep-Morn-T10-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Morn-T10-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",50081.32344394088,0.00409063227423523
Amm-Deep-Morn-T10-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Morn-T26-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",39354.72773256356,0.00293073769549679
Amm-Deep-Morn-T26-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Morn-T26-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",40664.08957588533,0.00294708916558274
Amm-Deep-Morn-T26-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Morn-T26-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",33330.46048003688,0.00295653366163158
Amm-Deep-Morn-T26-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Morn-T3-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",68767.40754090095,0.00537151452296839
Amm-Deep-Morn-T3-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Morn-T3-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",81876.3675110354,0.00566083607269741
Amm-Deep-Morn-T3-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Deep-Morn-T3-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",63788.88904767908,0.00484090315234008
Amm-Deep-Morn-T3-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Surf-Eve-T0-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",242647.95707390184,0.01509604645877675
Amm-Surf-Eve-T0-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Surf-Eve-T0-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",198182.0838784367,0.01254507774910118
Amm-Surf-Eve-T0-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Surf-Eve-T0-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",126345.23056585914,0.00912339409731994
Amm-Surf-Eve-T0-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Surf-Eve-T1-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",209872.5936579493,0.01352245212597354
Amm-Surf-Eve-T1-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Surf-Eve-T1-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",174837.89679080606,0.01222082124525138
Amm-Surf-Eve-T1-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Surf-Eve-T1-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",241073.52392797655,0.01542697241561857
Amm-Surf-Eve-T1-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Surf-Eve-T10-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",252753.921770652,0.01763956305364455
Amm-Surf-Eve-T10-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",591.5603553988805,4.1284685578740466e-5
Amm-Surf-Eve-T10-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",171415.35328308793,0.01151132735702258
Amm-Surf-Eve-T10-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Surf-Eve-T10-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",196456.09860149957,0.01316016808713512
Amm-Surf-Eve-T10-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Surf-Eve-T26-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",195845.64493008048,0.01270005001745869
Amm-Surf-Eve-T26-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",8034.051887932814,5.209861105465594e-4
Amm-Surf-Eve-T26-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",157272.73949913407,0.01160833682936359
Amm-Surf-Eve-T26-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",6861.735570409846,5.064662699270992e-4
Amm-Surf-Eve-T26-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",261345.4680313212,0.01700764339440885
Amm-Surf-Eve-T26-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",9715.042150230936,6.322281908977912e-4
Amm-Surf-Eve-T3-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",197869.56907860865,0.01372780582284938
Amm-Surf-Eve-T3-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Surf-Eve-T3-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",125082.85248872465,0.00822627287892809
Amm-Surf-Eve-T3-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Surf-Eve-T3-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",190107.37569284372,0.0117992661105071
Amm-Surf-Eve-T3-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Surf-Morn-T0-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",136446.2237688243,0.01036321869827271
Amm-Surf-Morn-T0-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Surf-Morn-T0-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",155256.09159346056,0.01078334797841632
Amm-Surf-Morn-T0-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Surf-Morn-T0-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",201400.3935782156,0.01526377289876322
Amm-Surf-Morn-T0-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Surf-Morn-T1-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",167056.4017789209,0.01072025948859743
Amm-Surf-Morn-T1-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Surf-Morn-T1-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",243519.54212642956,0.01333864373158608
Amm-Surf-Morn-T1-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Surf-Morn-T1-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",178340.19548773355,0.01218077457065809
Amm-Surf-Morn-T1-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Surf-Morn-T10-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",204140.60391454093,0.01496837553606113
Amm-Surf-Morn-T10-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",1896.7897756944344,1.390799337864264e-4
Amm-Surf-Morn-T10-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",229470.82146208032,0.01631084107837585
Amm-Surf-Morn-T10-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",3070.792730303143,2.1827268447236232e-4
Amm-Surf-Morn-T10-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",185326.7597566493,0.01189758397244233
Amm-Surf-Morn-T10-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",1491.179375151159,9.573054564344131e-5
Amm-Surf-Morn-T26-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",119486.00139055306,0.00830259375003691
Amm-Surf-Morn-T26-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",273.6009434160695,1.9011411013625737e-5
Amm-Surf-Morn-T26-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",206036.27865981372,0.01425602583323936
Amm-Surf-Morn-T26-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",5738.923505059588,3.9708658239842056e-4
Amm-Surf-Morn-T26-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",114556.16837133389,0.00884797246969655
Amm-Surf-Morn-T26-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",2980.6263040816366,2.3021457382793413e-4
Amm-Surf-Morn-T3-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",202425.8471708582,0.01413798912638751
Amm-Surf-Morn-T3-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Surf-Morn-T3-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",253356.6098876157,0.01751391000683082
Amm-Surf-Morn-T3-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Amm-Surf-Morn-T3-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",264954.3888267424,0.01812841950126819
Amm-Surf-Morn-T3-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Eve-T0-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",67016.61594790389,0.00472343480526982
Nit-Deep-Eve-T0-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Eve-T0-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",47852.57575528319,0.00345157425471092
Nit-Deep-Eve-T0-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Eve-T0-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",34003.78186868762,0.00249802936705293
Nit-Deep-Eve-T0-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Eve-T1-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",47690.51679153289,0.00334729513417436
Nit-Deep-Eve-T1-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Eve-T1-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",46811.75387904006,0.00350617588517267
Nit-Deep-Eve-T1-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Eve-T1-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",78108.31080701627,0.00610917767675169
Nit-Deep-Eve-T1-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Eve-T10-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",30587.60938883926,0.00245983442071057
Nit-Deep-Eve-T10-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Eve-T10-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",60135.522206652706,0.00399458340764988
Nit-Deep-Eve-T10-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Eve-T10-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",53643.013023260486,0.00389896307186923
Nit-Deep-Eve-T10-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Eve-T26-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",46232.37032484346,0.00328136839600256
Nit-Deep-Eve-T26-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Eve-T26-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",52488.62804596642,0.00392216618252687
Nit-Deep-Eve-T26-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Eve-T26-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",34580.21078581498,0.00248490288568962
Nit-Deep-Eve-T26-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Eve-T3-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",27510.71539853337,0.00225084781212466
Nit-Deep-Eve-T3-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Eve-T3-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",35534.45981416474,0.00278672774295478
Nit-Deep-Eve-T3-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Eve-T3-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",41567.27890197178,0.00328458305930363
Nit-Deep-Eve-T3-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Morn-T0-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",51708.74462936186,0.0042433366986906
Nit-Deep-Morn-T0-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Morn-T0-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",46100.85710983146,0.00328667389275117
Nit-Deep-Morn-T0-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Morn-T0-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",26663.650266037213,0.00196489805615275
Nit-Deep-Morn-T0-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Morn-T1-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",42500.86487500269,0.00287377071239732
Nit-Deep-Morn-T1-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Morn-T1-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",37636.150756746625,0.00284037736026039
Nit-Deep-Morn-T1-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Morn-T1-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",39784.65466024391,0.00303918430228444
Nit-Deep-Morn-T1-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Morn-T10-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",31977.18521780923,0.00249718187003153
Nit-Deep-Morn-T10-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Morn-T10-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",18039.642234633568,0.00145263162488027
Nit-Deep-Morn-T10-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Morn-T10-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",23201.05215874448,0.00188674083305795
Nit-Deep-Morn-T10-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Morn-T26-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",34066.48156097639,0.00248516839428602
Nit-Deep-Morn-T26-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Morn-T26-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",36154.676623786974,0.00269822713248804
Nit-Deep-Morn-T26-B,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Morn-T26-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",34969.61885881425,0.00270972565506287
Nit-Deep-Morn-T26-C,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
Nit-Deep-Morn-T3-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N0",44208.58557364864,0.00309249099426352
Nit-Deep-Morn-T3-A,(3-Carboxypropyl)trimethylammonium,"(3-Carboxypropyl)trimethylammonium, 13C0, 15N1",0,0
