filepath,filename,shortname,IS_type,polarity,amendment,depth,startime,timepoint,tripl,cast,station
mzMLs/neg/210813_Smp_Nit-Surf-Morn-T26-A-wIS.mzML,210813_Smp_Nit-Surf-Morn-T26-A-wIS.mzML,Nit-Surf-Morn-T26-A.mzML,wIS,neg,Nit,Surf,Morn,T26,A,4,2
mzMLs/neg/210813_Smp_Nit-Surf-Morn-T26-B-noIS-neg.mzML,210813_Smp_Nit-Surf-Morn-T26-B-noIS-neg.mzML,Nit-Surf-Morn-T26-B.mzML,noIS,neg,Nit,Surf,Morn,T26,B,4,2
mzMLs/neg/210813_Smp_Nit-Surf-Morn-T26-B-wIS.mzML,210813_Smp_Nit-Surf-Morn-T26-B-wIS.mzML,Nit-Surf-Morn-T26-B.mzML,wIS,neg,Nit,Surf,Morn,T26,B,4,2
mzMLs/neg/210813_Smp_Nit-Surf-Morn-T26-C-noIS-neg.mzML,210813_Smp_Nit-Surf-Morn-T26-C-noIS-neg.mzML,Nit-Surf-Morn-T26-C.mzML,noIS,neg,Nit,Surf,Morn,T26,C,4,2
mzMLs/neg/210813_Smp_Nit-Surf-Morn-T26-C-wIS.mzML,210813_Smp_Nit-Surf-Morn-T26-C-wIS.mzML,Nit-Surf-Morn-T26-C.mzML,wIS,neg,Nit,Surf,Morn,T26,C,4,2
mzMLs/neg/210813_Smp_Nit-Surf-Morn-T3-A-noIS-neg.mzML,210813_Smp_Nit-Surf-Morn-T3-A-noIS-neg.mzML,Nit-Surf-Morn-T3-A.mzML,noIS,neg,Nit,Surf,Morn,T3,A,4,2
mzMLs/neg/210813_Smp_Nit-Surf-Morn-T3-A-wIS.mzML,210813_Smp_Nit-Surf-Morn-T3-A-wIS.mzML,Nit-Surf-Morn-T3-A.mzML,wIS,neg,Nit,Surf,Morn,T3,A,4,2
mzMLs/neg/210813_Smp_Nit-Surf-Morn-T3-B-noIS-neg.mzML,210813_Smp_Nit-Surf-Morn-T3-B-noIS-neg.mzML,Nit-Surf-Morn-T3-B.mzML,noIS,neg,Nit,Surf,Morn,T3,B,4,2
mzMLs/neg/210813_Smp_Nit-Surf-Morn-T3-B-wIS.mzML,210813_Smp_Nit-Surf-Morn-T3-B-wIS.mzML,Nit-Surf-Morn-T3-B.mzML,wIS,neg,Nit,Surf,Morn,T3,B,4,2
mzMLs/neg/210813_Smp_Nit-Surf-Morn-T3-C-noIS-neg.mzML,210813_Smp_Nit-Surf-Morn-T3-C-noIS-neg.mzML,Nit-Surf-Morn-T3-C.mzML,noIS,neg,Nit,Surf,Morn,T3,C,4,2
mzMLs/neg/210813_Smp_Nit-Surf-Morn-T3-C-wIS.mzML,210813_Smp_Nit-Surf-Morn-T3-C-wIS.mzML,Nit-Surf-Morn-T3-C.mzML,wIS,neg,Nit,Surf,Morn,T3,C,4,2
mzMLs/neg/210813_Smp_Nit_Blk_A-noIS-neg.mzML,210813_Smp_Nit_Blk_A-noIS-neg.mzML,Nit_Blk_A.mzML,noIS,neg,Nit,NA,NA,NA,A,NA,NA
mzMLs/neg/210813_Smp_Nit_Blk_A-wIS.mzML,210813_Smp_Nit_Blk_A-wIS.mzML,Nit_Blk_A.mzML,wIS,neg,Nit,NA,NA,NA,A,NA,NA
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T0-A-noIS-neg.mzML,210916_Smp_Amm-Deep-Eve-T0-A-noIS-neg.mzML,Amm-Deep-Eve-T0-A.mzML,noIS,neg,Amm,Deep,Eve,T0,A,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T0-A-wIS.mzML,210916_Smp_Amm-Deep-Eve-T0-A-wIS.mzML,Amm-Deep-Eve-T0-A.mzML,wIS,neg,Amm,Deep,Eve,T0,A,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T0-B-noIS-neg.mzML,210916_Smp_Amm-Deep-Eve-T0-B-noIS-neg.mzML,Amm-Deep-Eve-T0-B.mzML,noIS,neg,Amm,Deep,Eve,T0,B,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T0-B-wIS.mzML,210916_Smp_Amm-Deep-Eve-T0-B-wIS.mzML,Amm-Deep-Eve-T0-B.mzML,wIS,neg,Amm,Deep,Eve,T0,B,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T0-C-noIS-neg.mzML,210916_Smp_Amm-Deep-Eve-T0-C-noIS-neg.mzML,Amm-Deep-Eve-T0-C.mzML,noIS,neg,Amm,Deep,Eve,T0,C,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T0-C-wIS.mzML,210916_Smp_Amm-Deep-Eve-T0-C-wIS.mzML,Amm-Deep-Eve-T0-C.mzML,wIS,neg,Amm,Deep,Eve,T0,C,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T1-A-noIS-neg.mzML,210916_Smp_Amm-Deep-Eve-T1-A-noIS-neg.mzML,Amm-Deep-Eve-T1-A.mzML,noIS,neg,Amm,Deep,Eve,T1,A,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T1-A-wIS.mzML,210916_Smp_Amm-Deep-Eve-T1-A-wIS.mzML,Amm-Deep-Eve-T1-A.mzML,wIS,neg,Amm,Deep,Eve,T1,A,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T1-B-noIS-neg.mzML,210916_Smp_Amm-Deep-Eve-T1-B-noIS-neg.mzML,Amm-Deep-Eve-T1-B.mzML,noIS,neg,Amm,Deep,Eve,T1,B,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T1-B-wIS.mzML,210916_Smp_Amm-Deep-Eve-T1-B-wIS.mzML,Amm-Deep-Eve-T1-B.mzML,wIS,neg,Amm,Deep,Eve,T1,B,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T1-C-noIS-neg.mzML,210916_Smp_Amm-Deep-Eve-T1-C-noIS-neg.mzML,Amm-Deep-Eve-T1-C.mzML,noIS,neg,Amm,Deep,Eve,T1,C,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T1-C-wIS.mzML,210916_Smp_Amm-Deep-Eve-T1-C-wIS.mzML,Amm-Deep-Eve-T1-C.mzML,wIS,neg,Amm,Deep,Eve,T1,C,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T10-A-noIS-neg.mzML,210916_Smp_Amm-Deep-Eve-T10-A-noIS-neg.mzML,Amm-Deep-Eve-T10-A.mzML,noIS,neg,Amm,Deep,Eve,T10,A,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T10-A-wIS.mzML,210916_Smp_Amm-Deep-Eve-T10-A-wIS.mzML,Amm-Deep-Eve-T10-A.mzML,wIS,neg,Amm,Deep,Eve,T10,A,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T10-B-noIS-neg.mzML,210916_Smp_Amm-Deep-Eve-T10-B-noIS-neg.mzML,Amm-Deep-Eve-T10-B.mzML,noIS,neg,Amm,Deep,Eve,T10,B,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T10-B-wIS.mzML,210916_Smp_Amm-Deep-Eve-T10-B-wIS.mzML,Amm-Deep-Eve-T10-B.mzML,wIS,neg,Amm,Deep,Eve,T10,B,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T10-C-noIS-neg.mzML,210916_Smp_Amm-Deep-Eve-T10-C-noIS-neg.mzML,Amm-Deep-Eve-T10-C.mzML,noIS,neg,Amm,Deep,Eve,T10,C,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T10-C-wIS.mzML,210916_Smp_Amm-Deep-Eve-T10-C-wIS.mzML,Amm-Deep-Eve-T10-C.mzML,wIS,neg,Amm,Deep,Eve,T10,C,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T26-A-noIS-neg.mzML,210916_Smp_Amm-Deep-Eve-T26-A-noIS-neg.mzML,Amm-Deep-Eve-T26-A.mzML,noIS,neg,Amm,Deep,Eve,T26,A,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T26-A-wIS.mzML,210916_Smp_Amm-Deep-Eve-T26-A-wIS.mzML,Amm-Deep-Eve-T26-A.mzML,wIS,neg,Amm,Deep,Eve,T26,A,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T26-B-noIS-neg.mzML,210916_Smp_Amm-Deep-Eve-T26-B-noIS-neg.mzML,Amm-Deep-Eve-T26-B.mzML,noIS,neg,Amm,Deep,Eve,T26,B,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T26-B-wIS.mzML,210916_Smp_Amm-Deep-Eve-T26-B-wIS.mzML,Amm-Deep-Eve-T26-B.mzML,wIS,neg,Amm,Deep,Eve,T26,B,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T26-C-noIS-neg.mzML,210916_Smp_Amm-Deep-Eve-T26-C-noIS-neg.mzML,Amm-Deep-Eve-T26-C.mzML,noIS,neg,Amm,Deep,Eve,T26,C,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T26-C-wIS.mzML,210916_Smp_Amm-Deep-Eve-T26-C-wIS.mzML,Amm-Deep-Eve-T26-C.mzML,wIS,neg,Amm,Deep,Eve,T26,C,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T3-A-noIS-neg.mzML,210916_Smp_Amm-Deep-Eve-T3-A-noIS-neg.mzML,Amm-Deep-Eve-T3-A.mzML,noIS,neg,Amm,Deep,Eve,T3,A,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T3-A-wIS.mzML,210916_Smp_Amm-Deep-Eve-T3-A-wIS.mzML,Amm-Deep-Eve-T3-A.mzML,wIS,neg,Amm,Deep,Eve,T3,A,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T3-B-noIS-neg.mzML,210916_Smp_Amm-Deep-Eve-T3-B-noIS-neg.mzML,Amm-Deep-Eve-T3-B.mzML,noIS,neg,Amm,Deep,Eve,T3,B,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T3-B-wIS.mzML,210916_Smp_Amm-Deep-Eve-T3-B-wIS.mzML,Amm-Deep-Eve-T3-B.mzML,wIS,neg,Amm,Deep,Eve,T3,B,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T3-C-noIS-neg.mzML,210916_Smp_Amm-Deep-Eve-T3-C-noIS-neg.mzML,Amm-Deep-Eve-T3-C.mzML,noIS,neg,Amm,Deep,Eve,T3,C,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Eve-T3-C-wIS.mzML,210916_Smp_Amm-Deep-Eve-T3-C-wIS.mzML,Amm-Deep-Eve-T3-C.mzML,wIS,neg,Amm,Deep,Eve,T3,C,41,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T0-A-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T0-A-noIS-neg.mzML,Amm-Deep-Morn-T0-A.mzML,noIS,neg,Amm,Deep,Morn,T0,A,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T0-A-wIS.mzML,210916_Smp_Amm-Deep-Morn-T0-A-wIS.mzML,Amm-Deep-Morn-T0-A.mzML,wIS,neg,Amm,Deep,Morn,T0,A,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T0-B-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T0-B-noIS-neg.mzML,Amm-Deep-Morn-T0-B.mzML,noIS,neg,Amm,Deep,Morn,T0,B,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T0-B-wIS.mzML,210916_Smp_Amm-Deep-Morn-T0-B-wIS.mzML,Amm-Deep-Morn-T0-B.mzML,wIS,neg,Amm,Deep,Morn,T0,B,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T0-C-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T0-C-noIS-neg.mzML,Amm-Deep-Morn-T0-C.mzML,noIS,neg,Amm,Deep,Morn,T0,C,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T0-C-wIS.mzML,210916_Smp_Amm-Deep-Morn-T0-C-wIS.mzML,Amm-Deep-Morn-T0-C.mzML,wIS,neg,Amm,Deep,Morn,T0,C,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T1-A-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T1-A-noIS-neg.mzML,Amm-Deep-Morn-T1-A.mzML,noIS,neg,Amm,Deep,Morn,T1,A,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T1-A-wIS.mzML,210916_Smp_Amm-Deep-Morn-T1-A-wIS.mzML,Amm-Deep-Morn-T1-A.mzML,wIS,neg,Amm,Deep,Morn,T1,A,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T1-B-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T1-B-noIS-neg.mzML,Amm-Deep-Morn-T1-B.mzML,noIS,neg,Amm,Deep,Morn,T1,B,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T1-B-wIS.mzML,210916_Smp_Amm-Deep-Morn-T1-B-wIS.mzML,Amm-Deep-Morn-T1-B.mzML,wIS,neg,Amm,Deep,Morn,T1,B,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T1-C-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T1-C-noIS-neg.mzML,Amm-Deep-Morn-T1-C.mzML,noIS,neg,Amm,Deep,Morn,T1,C,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T1-C-wIS.mzML,210916_Smp_Amm-Deep-Morn-T1-C-wIS.mzML,Amm-Deep-Morn-T1-C.mzML,wIS,neg,Amm,Deep,Morn,T1,C,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T10-A-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T10-A-noIS-neg.mzML,Amm-Deep-Morn-T10-A.mzML,noIS,neg,Amm,Deep,Morn,T10,A,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T10-A-wIS.mzML,210916_Smp_Amm-Deep-Morn-T10-A-wIS.mzML,Amm-Deep-Morn-T10-A.mzML,wIS,neg,Amm,Deep,Morn,T10,A,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T10-B-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T10-B-noIS-neg.mzML,Amm-Deep-Morn-T10-B.mzML,noIS,neg,Amm,Deep,Morn,T10,B,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T10-B-wIS.mzML,210916_Smp_Amm-Deep-Morn-T10-B-wIS.mzML,Amm-Deep-Morn-T10-B.mzML,wIS,neg,Amm,Deep,Morn,T10,B,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T10-C-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T10-C-noIS-neg.mzML,Amm-Deep-Morn-T10-C.mzML,noIS,neg,Amm,Deep,Morn,T10,C,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T10-C-wIS.mzML,210916_Smp_Amm-Deep-Morn-T10-C-wIS.mzML,Amm-Deep-Morn-T10-C.mzML,wIS,neg,Amm,Deep,Morn,T10,C,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T26-A-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T26-A-noIS-neg.mzML,Amm-Deep-Morn-T26-A.mzML,noIS,neg,Amm,Deep,Morn,T26,A,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T26-A-wIS.mzML,210916_Smp_Amm-Deep-Morn-T26-A-wIS.mzML,Amm-Deep-Morn-T26-A.mzML,wIS,neg,Amm,Deep,Morn,T26,A,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T26-B-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T26-B-noIS-neg.mzML,Amm-Deep-Morn-T26-B.mzML,noIS,neg,Amm,Deep,Morn,T26,B,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T26-B-wIS.mzML,210916_Smp_Amm-Deep-Morn-T26-B-wIS.mzML,Amm-Deep-Morn-T26-B.mzML,wIS,neg,Amm,Deep,Morn,T26,B,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T26-C-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T26-C-noIS-neg.mzML,Amm-Deep-Morn-T26-C.mzML,noIS,neg,Amm,Deep,Morn,T26,C,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T26-C-wIS.mzML,210916_Smp_Amm-Deep-Morn-T26-C-wIS.mzML,Amm-Deep-Morn-T26-C.mzML,wIS,neg,Amm,Deep,Morn,T26,C,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T3-A-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T3-A-noIS-neg.mzML,Amm-Deep-Morn-T3-A.mzML,noIS,neg,Amm,Deep,Morn,T3,A,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T3-A-wIS.mzML,210916_Smp_Amm-Deep-Morn-T3-A-wIS.mzML,Amm-Deep-Morn-T3-A.mzML,wIS,neg,Amm,Deep,Morn,T3,A,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T3-B-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T3-B-noIS-neg.mzML,Amm-Deep-Morn-T3-B.mzML,noIS,neg,Amm,Deep,Morn,T3,B,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T3-B-wIS.mzML,210916_Smp_Amm-Deep-Morn-T3-B-wIS.mzML,Amm-Deep-Morn-T3-B.mzML,wIS,neg,Amm,Deep,Morn,T3,B,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T3-C-noIS-neg.mzML,210916_Smp_Amm-Deep-Morn-T3-C-noIS-neg.mzML,Amm-Deep-Morn-T3-C.mzML,noIS,neg,Amm,Deep,Morn,T3,C,39,2
mzMLs/neg/210916_Smp_Amm-Deep-Morn-T3-C-wIS.mzML,210916_Smp_Amm-Deep-Morn-T3-C-wIS.mzML,Amm-Deep-Morn-T3-C.mzML,wIS,neg,Amm,Deep,Morn,T3,C,39,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T0-A-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T0-A-noIS-neg.mzML,Amm-Surf-Eve-T0-A.mzML,noIS,neg,Amm,Surf,Eve,T0,A,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T0-A-wIS.mzML,210916_Smp_Amm-Surf-Eve-T0-A-wIS.mzML,Amm-Surf-Eve-T0-A.mzML,wIS,neg,Amm,Surf,Eve,T0,A,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T0-B-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T0-B-noIS-neg.mzML,Amm-Surf-Eve-T0-B.mzML,noIS,neg,Amm,Surf,Eve,T0,B,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T0-B-wIS.mzML,210916_Smp_Amm-Surf-Eve-T0-B-wIS.mzML,Amm-Surf-Eve-T0-B.mzML,wIS,neg,Amm,Surf,Eve,T0,B,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T0-C-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T0-C-noIS-neg.mzML,Amm-Surf-Eve-T0-C.mzML,noIS,neg,Amm,Surf,Eve,T0,C,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T0-C-wIS.mzML,210916_Smp_Amm-Surf-Eve-T0-C-wIS.mzML,Amm-Surf-Eve-T0-C.mzML,wIS,neg,Amm,Surf,Eve,T0,C,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T1-A-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T1-A-noIS-neg.mzML,Amm-Surf-Eve-T1-A.mzML,noIS,neg,Amm,Surf,Eve,T1,A,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T1-A-wIS.mzML,210916_Smp_Amm-Surf-Eve-T1-A-wIS.mzML,Amm-Surf-Eve-T1-A.mzML,wIS,neg,Amm,Surf,Eve,T1,A,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T1-B-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T1-B-noIS-neg.mzML,Amm-Surf-Eve-T1-B.mzML,noIS,neg,Amm,Surf,Eve,T1,B,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T1-B-wIS.mzML,210916_Smp_Amm-Surf-Eve-T1-B-wIS.mzML,Amm-Surf-Eve-T1-B.mzML,wIS,neg,Amm,Surf,Eve,T1,B,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T1-C-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T1-C-noIS-neg.mzML,Amm-Surf-Eve-T1-C.mzML,noIS,neg,Amm,Surf,Eve,T1,C,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T1-C-wIS.mzML,210916_Smp_Amm-Surf-Eve-T1-C-wIS.mzML,Amm-Surf-Eve-T1-C.mzML,wIS,neg,Amm,Surf,Eve,T1,C,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T10-A-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T10-A-noIS-neg.mzML,Amm-Surf-Eve-T10-A.mzML,noIS,neg,Amm,Surf,Eve,T10,A,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T10-A-wIS.mzML,210916_Smp_Amm-Surf-Eve-T10-A-wIS.mzML,Amm-Surf-Eve-T10-A.mzML,wIS,neg,Amm,Surf,Eve,T10,A,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T10-B-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T10-B-noIS-neg.mzML,Amm-Surf-Eve-T10-B.mzML,noIS,neg,Amm,Surf,Eve,T10,B,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T10-B-wIS.mzML,210916_Smp_Amm-Surf-Eve-T10-B-wIS.mzML,Amm-Surf-Eve-T10-B.mzML,wIS,neg,Amm,Surf,Eve,T10,B,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T10-C-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T10-C-noIS-neg.mzML,Amm-Surf-Eve-T10-C.mzML,noIS,neg,Amm,Surf,Eve,T10,C,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T10-C-wIS.mzML,210916_Smp_Amm-Surf-Eve-T10-C-wIS.mzML,Amm-Surf-Eve-T10-C.mzML,wIS,neg,Amm,Surf,Eve,T10,C,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T26-A-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T26-A-noIS-neg.mzML,Amm-Surf-Eve-T26-A.mzML,noIS,neg,Amm,Surf,Eve,T26,A,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T26-A-wIS.mzML,210916_Smp_Amm-Surf-Eve-T26-A-wIS.mzML,Amm-Surf-Eve-T26-A.mzML,wIS,neg,Amm,Surf,Eve,T26,A,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T26-B-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T26-B-noIS-neg.mzML,Amm-Surf-Eve-T26-B.mzML,noIS,neg,Amm,Surf,Eve,T26,B,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T26-B-wIS.mzML,210916_Smp_Amm-Surf-Eve-T26-B-wIS.mzML,Amm-Surf-Eve-T26-B.mzML,wIS,neg,Amm,Surf,Eve,T26,B,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T26-C-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T26-C-noIS-neg.mzML,Amm-Surf-Eve-T26-C.mzML,noIS,neg,Amm,Surf,Eve,T26,C,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T26-C-wIS.mzML,210916_Smp_Amm-Surf-Eve-T26-C-wIS.mzML,Amm-Surf-Eve-T26-C.mzML,wIS,neg,Amm,Surf,Eve,T26,C,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T3-A-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T3-A-noIS-neg.mzML,Amm-Surf-Eve-T3-A.mzML,noIS,neg,Amm,Surf,Eve,T3,A,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T3-A-wIS.mzML,210916_Smp_Amm-Surf-Eve-T3-A-wIS.mzML,Amm-Surf-Eve-T3-A.mzML,wIS,neg,Amm,Surf,Eve,T3,A,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T3-B-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T3-B-noIS-neg.mzML,Amm-Surf-Eve-T3-B.mzML,noIS,neg,Amm,Surf,Eve,T3,B,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T3-B-wIS.mzML,210916_Smp_Amm-Surf-Eve-T3-B-wIS.mzML,Amm-Surf-Eve-T3-B.mzML,wIS,neg,Amm,Surf,Eve,T3,B,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T3-C-noIS-neg.mzML,210916_Smp_Amm-Surf-Eve-T3-C-noIS-neg.mzML,Amm-Surf-Eve-T3-C.mzML,noIS,neg,Amm,Surf,Eve,T3,C,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Eve-T3-C-wIS.mzML,210916_Smp_Amm-Surf-Eve-T3-C-wIS.mzML,Amm-Surf-Eve-T3-C.mzML,wIS,neg,Amm,Surf,Eve,T3,C,36,2
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T0-A-noIS-neg.mzML,210916_Smp_Amm-Surf-Morn-T0-A-noIS-neg.mzML,Amm-Surf-Morn-T0-A.mzML,noIS,neg,Amm,Surf,Morn,T0,A,34,2
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T0-A-wIS.mzML,210916_Smp_Amm-Surf-Morn-T0-A-wIS.mzML,Amm-Surf-Morn-T0-A.mzML,wIS,neg,Amm,Surf,Morn,T0,A,34,2
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T0-B-noIS-neg.mzML,210916_Smp_Amm-Surf-Morn-T0-B-noIS-neg.mzML,Amm-Surf-Morn-T0-B.mzML,noIS,neg,Amm,Surf,Morn,T0,B,34,2
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T0-B-wIS.mzML,210916_Smp_Amm-Surf-Morn-T0-B-wIS.mzML,Amm-Surf-Morn-T0-B.mzML,wIS,neg,Amm,Surf,Morn,T0,B,34,2
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T0-C-noIS-neg.mzML,210916_Smp_Amm-Surf-Morn-T0-C-noIS-neg.mzML,Amm-Surf-Morn-T0-C.mzML,noIS,neg,Amm,Surf,Morn,T0,C,34,2
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T0-C-wIS.mzML,210916_Smp_Amm-Surf-Morn-T0-C-wIS.mzML,Amm-Surf-Morn-T0-C.mzML,wIS,neg,Amm,Surf,Morn,T0,C,34,2
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T1-A-noIS-neg.mzML,210916_Smp_Amm-Surf-Morn-T1-A-noIS-neg.mzML,Amm-Surf-Morn-T1-A.mzML,noIS,neg,Amm,Surf,Morn,T1,A,34,2
mzMLs/neg/210916_Smp_Amm-Surf-Morn-T1-A-wIS.mzML,210916_Smp_Amm-Surf-Morn-T1-A-wIS.mzML,Amm-Surf-Morn-T1-A.mzML,wIS,neg,Amm,Surf,Morn,T1,A,34,2
