filepath,filename,shortname,samp_type,IS_type,polarity,amendment,depth,startime,timepoint,tripl,cast,station
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T0-A-noIS-neg.mzML,220715_Smp_GMP-Surf-Eve-T0-A-noIS-neg.mzML,GMP-Surf-Eve-T0-A.mzML,Smp,noIS,neg,GMP,Surf,Eve,T0,A,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T0-A-wIS.mzML,220715_Smp_GMP-Surf-Eve-T0-A-wIS.mzML,GMP-Surf-Eve-T0-A.mzML,Smp,wIS,neg,GMP,Surf,Eve,T0,A,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T0-B-noIS-neg.mzML,220715_Smp_GMP-Surf-Eve-T0-B-noIS-neg.mzML,GMP-Surf-Eve-T0-B.mzML,Smp,noIS,neg,GMP,Surf,Eve,T0,B,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T0-B-wIS.mzML,220715_Smp_GMP-Surf-Eve-T0-B-wIS.mzML,GMP-Surf-Eve-T0-B.mzML,Smp,wIS,neg,GMP,Surf,Eve,T0,B,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T0-C-noIS-neg.mzML,220715_Smp_GMP-Surf-Eve-T0-C-noIS-neg.mzML,GMP-Surf-Eve-T0-C.mzML,Smp,noIS,neg,GMP,Surf,Eve,T0,C,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T0-C-wIS.mzML,220715_Smp_GMP-Surf-Eve-T0-C-wIS.mzML,GMP-Surf-Eve-T0-C.mzML,Smp,wIS,neg,GMP,Surf,Eve,T0,C,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T10-A-noIS-neg.mzML,220715_Smp_GMP-Surf-Eve-T10-A-noIS-neg.mzML,GMP-Surf-Eve-T10-A.mzML,Smp,noIS,neg,GMP,Surf,Eve,T10,A,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T10-A-wIS.mzML,220715_Smp_GMP-Surf-Eve-T10-A-wIS.mzML,GMP-Surf-Eve-T10-A.mzML,Smp,wIS,neg,GMP,Surf,Eve,T10,A,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T10-B-noIS-neg.mzML,220715_Smp_GMP-Surf-Eve-T10-B-noIS-neg.mzML,GMP-Surf-Eve-T10-B.mzML,Smp,noIS,neg,GMP,Surf,Eve,T10,B,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T10-B-wIS.mzML,220715_Smp_GMP-Surf-Eve-T10-B-wIS.mzML,GMP-Surf-Eve-T10-B.mzML,Smp,wIS,neg,GMP,Surf,Eve,T10,B,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T10-C-noIS-neg.mzML,220715_Smp_GMP-Surf-Eve-T10-C-noIS-neg.mzML,GMP-Surf-Eve-T10-C.mzML,Smp,noIS,neg,GMP,Surf,Eve,T10,C,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T10-C-wIS.mzML,220715_Smp_GMP-Surf-Eve-T10-C-wIS.mzML,GMP-Surf-Eve-T10-C.mzML,Smp,wIS,neg,GMP,Surf,Eve,T10,C,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T26-A-noIS-neg.mzML,220715_Smp_GMP-Surf-Eve-T26-A-noIS-neg.mzML,GMP-Surf-Eve-T26-A.mzML,Smp,noIS,neg,GMP,Surf,Eve,T26,A,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T26-A-wIS.mzML,220715_Smp_GMP-Surf-Eve-T26-A-wIS.mzML,GMP-Surf-Eve-T26-A.mzML,Smp,wIS,neg,GMP,Surf,Eve,T26,A,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T26-C-noIS-neg.mzML,220715_Smp_GMP-Surf-Eve-T26-C-noIS-neg.mzML,GMP-Surf-Eve-T26-C.mzML,Smp,noIS,neg,GMP,Surf,Eve,T26,C,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T26-C-wIS.mzML,220715_Smp_GMP-Surf-Eve-T26-C-wIS.mzML,GMP-Surf-Eve-T26-C.mzML,Smp,wIS,neg,GMP,Surf,Eve,T26,C,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T3-A-noIS-neg.mzML,220715_Smp_GMP-Surf-Eve-T3-A-noIS-neg.mzML,GMP-Surf-Eve-T3-A.mzML,Smp,noIS,neg,GMP,Surf,Eve,T3,A,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T3-A-wIS.mzML,220715_Smp_GMP-Surf-Eve-T3-A-wIS.mzML,GMP-Surf-Eve-T3-A.mzML,Smp,wIS,neg,GMP,Surf,Eve,T3,A,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T3-B-noIS-neg.mzML,220715_Smp_GMP-Surf-Eve-T3-B-noIS-neg.mzML,GMP-Surf-Eve-T3-B.mzML,Smp,noIS,neg,GMP,Surf,Eve,T3,B,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T3-B-wIS.mzML,220715_Smp_GMP-Surf-Eve-T3-B-wIS.mzML,GMP-Surf-Eve-T3-B.mzML,Smp,wIS,neg,GMP,Surf,Eve,T3,B,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T3-C-noIS-neg.mzML,220715_Smp_GMP-Surf-Eve-T3-C-noIS-neg.mzML,GMP-Surf-Eve-T3-C.mzML,Smp,noIS,neg,GMP,Surf,Eve,T3,C,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T3-C-wIS.mzML,220715_Smp_GMP-Surf-Eve-T3-C-wIS.mzML,GMP-Surf-Eve-T3-C.mzML,Smp,wIS,neg,GMP,Surf,Eve,T3,C,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T73-A-noIS-neg.mzML,220715_Smp_GMP-Surf-Eve-T73-A-noIS-neg.mzML,GMP-Surf-Eve-T73-A.mzML,Smp,noIS,neg,GMP,Surf,Eve,T73,A,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T73-A-wIS.mzML,220715_Smp_GMP-Surf-Eve-T73-A-wIS.mzML,GMP-Surf-Eve-T73-A.mzML,Smp,wIS,neg,GMP,Surf,Eve,T73,A,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T73-B-noIS-neg.mzML,220715_Smp_GMP-Surf-Eve-T73-B-noIS-neg.mzML,GMP-Surf-Eve-T73-B.mzML,Smp,noIS,neg,GMP,Surf,Eve,T73,B,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T73-B-wIS.mzML,220715_Smp_GMP-Surf-Eve-T73-B-wIS.mzML,GMP-Surf-Eve-T73-B.mzML,Smp,wIS,neg,GMP,Surf,Eve,T73,B,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T73-C-noIS-neg.mzML,220715_Smp_GMP-Surf-Eve-T73-C-noIS-neg.mzML,GMP-Surf-Eve-T73-C.mzML,Smp,noIS,neg,GMP,Surf,Eve,T73,C,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Eve-T73-C-wIS.mzML,220715_Smp_GMP-Surf-Eve-T73-C-wIS.mzML,GMP-Surf-Eve-T73-C.mzML,Smp,wIS,neg,GMP,Surf,Eve,T73,C,27,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T0-A-noIS-neg.mzML,220715_Smp_GMP-Surf-Morn-T0-A-noIS-neg.mzML,GMP-Surf-Morn-T0-A.mzML,Smp,noIS,neg,GMP,Surf,Morn,T0,A,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T0-A-wIS.mzML,220715_Smp_GMP-Surf-Morn-T0-A-wIS.mzML,GMP-Surf-Morn-T0-A.mzML,Smp,wIS,neg,GMP,Surf,Morn,T0,A,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T0-B-noIS-neg.mzML,220715_Smp_GMP-Surf-Morn-T0-B-noIS-neg.mzML,GMP-Surf-Morn-T0-B.mzML,Smp,noIS,neg,GMP,Surf,Morn,T0,B,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T0-B-wIS.mzML,220715_Smp_GMP-Surf-Morn-T0-B-wIS.mzML,GMP-Surf-Morn-T0-B.mzML,Smp,wIS,neg,GMP,Surf,Morn,T0,B,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T0-C-noIS-neg.mzML,220715_Smp_GMP-Surf-Morn-T0-C-noIS-neg.mzML,GMP-Surf-Morn-T0-C.mzML,Smp,noIS,neg,GMP,Surf,Morn,T0,C,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T0-C-wIS.mzML,220715_Smp_GMP-Surf-Morn-T0-C-wIS.mzML,GMP-Surf-Morn-T0-C.mzML,Smp,wIS,neg,GMP,Surf,Morn,T0,C,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T10-A-noIS-neg.mzML,220715_Smp_GMP-Surf-Morn-T10-A-noIS-neg.mzML,GMP-Surf-Morn-T10-A.mzML,Smp,noIS,neg,GMP,Surf,Morn,T10,A,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T10-A-wIS.mzML,220715_Smp_GMP-Surf-Morn-T10-A-wIS.mzML,GMP-Surf-Morn-T10-A.mzML,Smp,wIS,neg,GMP,Surf,Morn,T10,A,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T10-B-noIS-neg.mzML,220715_Smp_GMP-Surf-Morn-T10-B-noIS-neg.mzML,GMP-Surf-Morn-T10-B.mzML,Smp,noIS,neg,GMP,Surf,Morn,T10,B,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T10-B-wIS.mzML,220715_Smp_GMP-Surf-Morn-T10-B-wIS.mzML,GMP-Surf-Morn-T10-B.mzML,Smp,wIS,neg,GMP,Surf,Morn,T10,B,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T10-C-noIS-neg.mzML,220715_Smp_GMP-Surf-Morn-T10-C-noIS-neg.mzML,GMP-Surf-Morn-T10-C.mzML,Smp,noIS,neg,GMP,Surf,Morn,T10,C,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T10-C-wIS.mzML,220715_Smp_GMP-Surf-Morn-T10-C-wIS.mzML,GMP-Surf-Morn-T10-C.mzML,Smp,wIS,neg,GMP,Surf,Morn,T10,C,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T26-A-noIS-neg.mzML,220715_Smp_GMP-Surf-Morn-T26-A-noIS-neg.mzML,GMP-Surf-Morn-T26-A.mzML,Smp,noIS,neg,GMP,Surf,Morn,T26,A,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T26-A-wIS.mzML,220715_Smp_GMP-Surf-Morn-T26-A-wIS.mzML,GMP-Surf-Morn-T26-A.mzML,Smp,wIS,neg,GMP,Surf,Morn,T26,A,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T26-B-noIS-neg.mzML,220715_Smp_GMP-Surf-Morn-T26-B-noIS-neg.mzML,GMP-Surf-Morn-T26-B.mzML,Smp,noIS,neg,GMP,Surf,Morn,T26,B,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T26-B-wIS.mzML,220715_Smp_GMP-Surf-Morn-T26-B-wIS.mzML,GMP-Surf-Morn-T26-B.mzML,Smp,wIS,neg,GMP,Surf,Morn,T26,B,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T26-C-noIS-neg.mzML,220715_Smp_GMP-Surf-Morn-T26-C-noIS-neg.mzML,GMP-Surf-Morn-T26-C.mzML,Smp,noIS,neg,GMP,Surf,Morn,T26,C,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T26-C-wIS.mzML,220715_Smp_GMP-Surf-Morn-T26-C-wIS.mzML,GMP-Surf-Morn-T26-C.mzML,Smp,wIS,neg,GMP,Surf,Morn,T26,C,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T3-A-noIS-neg.mzML,220715_Smp_GMP-Surf-Morn-T3-A-noIS-neg.mzML,GMP-Surf-Morn-T3-A.mzML,Smp,noIS,neg,GMP,Surf,Morn,T3,A,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T3-A-wIS.mzML,220715_Smp_GMP-Surf-Morn-T3-A-wIS.mzML,GMP-Surf-Morn-T3-A.mzML,Smp,wIS,neg,GMP,Surf,Morn,T3,A,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T3-B-noIS-neg.mzML,220715_Smp_GMP-Surf-Morn-T3-B-noIS-neg.mzML,GMP-Surf-Morn-T3-B.mzML,Smp,noIS,neg,GMP,Surf,Morn,T3,B,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T3-B-wIS.mzML,220715_Smp_GMP-Surf-Morn-T3-B-wIS.mzML,GMP-Surf-Morn-T3-B.mzML,Smp,wIS,neg,GMP,Surf,Morn,T3,B,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T3-C-noIS-neg.mzML,220715_Smp_GMP-Surf-Morn-T3-C-noIS-neg.mzML,GMP-Surf-Morn-T3-C.mzML,Smp,noIS,neg,GMP,Surf,Morn,T3,C,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T3-C-wIS.mzML,220715_Smp_GMP-Surf-Morn-T3-C-wIS.mzML,GMP-Surf-Morn-T3-C.mzML,Smp,wIS,neg,GMP,Surf,Morn,T3,C,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T73-A-noIS-neg.mzML,220715_Smp_GMP-Surf-Morn-T73-A-noIS-neg.mzML,GMP-Surf-Morn-T73-A.mzML,Smp,noIS,neg,GMP,Surf,Morn,T73,A,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T73-A-wIS.mzML,220715_Smp_GMP-Surf-Morn-T73-A-wIS.mzML,GMP-Surf-Morn-T73-A.mzML,Smp,wIS,neg,GMP,Surf,Morn,T73,A,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T73-B-noIS-neg.mzML,220715_Smp_GMP-Surf-Morn-T73-B-noIS-neg.mzML,GMP-Surf-Morn-T73-B.mzML,Smp,noIS,neg,GMP,Surf,Morn,T73,B,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T73-B-wIS.mzML,220715_Smp_GMP-Surf-Morn-T73-B-wIS.mzML,GMP-Surf-Morn-T73-B.mzML,Smp,wIS,neg,GMP,Surf,Morn,T73,B,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T73-C-noIS-neg.mzML,220715_Smp_GMP-Surf-Morn-T73-C-noIS-neg.mzML,GMP-Surf-Morn-T73-C.mzML,Smp,noIS,neg,GMP,Surf,Morn,T73,C,25,2
mzMLs/neg/220715_Smp_GMP-Surf-Morn-T73-C-wIS.mzML,220715_Smp_GMP-Surf-Morn-T73-C-wIS.mzML,GMP-Surf-Morn-T73-C.mzML,Smp,wIS,neg,GMP,Surf,Morn,T73,C,25,2
mzMLs/neg/220715_Smp_GMP_Blk_A-noIS-neg.mzML,220715_Smp_GMP_Blk_A-noIS-neg.mzML,GMP_Blk_A.mzML,Smp,noIS,neg,GMP,NA,NA,NA,A,NA,NA
mzMLs/neg/220715_Smp_GMP_Blk_A-wIS.mzML,220715_Smp_GMP_Blk_A-wIS.mzML,GMP_Blk_A.mzML,Smp,wIS,neg,GMP,NA,NA,NA,A,NA,NA
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T0-A-noIS-neg.mzML,220729_Smp_Arg-Deep-Eve-T0-A-noIS-neg.mzML,Arg-Deep-Eve-T0-A.mzML,Smp,noIS,neg,Arg,Deep,Eve,T0,A,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T0-A-wIS.mzML,220729_Smp_Arg-Deep-Eve-T0-A-wIS.mzML,Arg-Deep-Eve-T0-A.mzML,Smp,wIS,neg,Arg,Deep,Eve,T0,A,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T0-B-noIS-neg.mzML,220729_Smp_Arg-Deep-Eve-T0-B-noIS-neg.mzML,Arg-Deep-Eve-T0-B.mzML,Smp,noIS,neg,Arg,Deep,Eve,T0,B,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T0-B-wIS.mzML,220729_Smp_Arg-Deep-Eve-T0-B-wIS.mzML,Arg-Deep-Eve-T0-B.mzML,Smp,wIS,neg,Arg,Deep,Eve,T0,B,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T0-C-noIS-neg.mzML,220729_Smp_Arg-Deep-Eve-T0-C-noIS-neg.mzML,Arg-Deep-Eve-T0-C.mzML,Smp,noIS,neg,Arg,Deep,Eve,T0,C,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T0-C-wIS.mzML,220729_Smp_Arg-Deep-Eve-T0-C-wIS.mzML,Arg-Deep-Eve-T0-C.mzML,Smp,wIS,neg,Arg,Deep,Eve,T0,C,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T10-A-noIS-neg.mzML,220729_Smp_Arg-Deep-Eve-T10-A-noIS-neg.mzML,Arg-Deep-Eve-T10-A.mzML,Smp,noIS,neg,Arg,Deep,Eve,T10,A,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T10-A-wIS.mzML,220729_Smp_Arg-Deep-Eve-T10-A-wIS.mzML,Arg-Deep-Eve-T10-A.mzML,Smp,wIS,neg,Arg,Deep,Eve,T10,A,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T10-B-noIS-neg.mzML,220729_Smp_Arg-Deep-Eve-T10-B-noIS-neg.mzML,Arg-Deep-Eve-T10-B.mzML,Smp,noIS,neg,Arg,Deep,Eve,T10,B,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T10-B-wIS.mzML,220729_Smp_Arg-Deep-Eve-T10-B-wIS.mzML,Arg-Deep-Eve-T10-B.mzML,Smp,wIS,neg,Arg,Deep,Eve,T10,B,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T10-C-noIS-neg.mzML,220729_Smp_Arg-Deep-Eve-T10-C-noIS-neg.mzML,Arg-Deep-Eve-T10-C.mzML,Smp,noIS,neg,Arg,Deep,Eve,T10,C,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T10-C-wIS.mzML,220729_Smp_Arg-Deep-Eve-T10-C-wIS.mzML,Arg-Deep-Eve-T10-C.mzML,Smp,wIS,neg,Arg,Deep,Eve,T10,C,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T26-A-noIS-neg.mzML,220729_Smp_Arg-Deep-Eve-T26-A-noIS-neg.mzML,Arg-Deep-Eve-T26-A.mzML,Smp,noIS,neg,Arg,Deep,Eve,T26,A,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T26-A-wIS.mzML,220729_Smp_Arg-Deep-Eve-T26-A-wIS.mzML,Arg-Deep-Eve-T26-A.mzML,Smp,wIS,neg,Arg,Deep,Eve,T26,A,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T26-B-noIS-neg.mzML,220729_Smp_Arg-Deep-Eve-T26-B-noIS-neg.mzML,Arg-Deep-Eve-T26-B.mzML,Smp,noIS,neg,Arg,Deep,Eve,T26,B,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T26-B-wIS.mzML,220729_Smp_Arg-Deep-Eve-T26-B-wIS.mzML,Arg-Deep-Eve-T26-B.mzML,Smp,wIS,neg,Arg,Deep,Eve,T26,B,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T26-C-noIS-neg.mzML,220729_Smp_Arg-Deep-Eve-T26-C-noIS-neg.mzML,Arg-Deep-Eve-T26-C.mzML,Smp,noIS,neg,Arg,Deep,Eve,T26,C,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T26-C-wIS.mzML,220729_Smp_Arg-Deep-Eve-T26-C-wIS.mzML,Arg-Deep-Eve-T26-C.mzML,Smp,wIS,neg,Arg,Deep,Eve,T26,C,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T3-A-noIS-neg.mzML,220729_Smp_Arg-Deep-Eve-T3-A-noIS-neg.mzML,Arg-Deep-Eve-T3-A.mzML,Smp,noIS,neg,Arg,Deep,Eve,T3,A,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T3-A-wIS.mzML,220729_Smp_Arg-Deep-Eve-T3-A-wIS.mzML,Arg-Deep-Eve-T3-A.mzML,Smp,wIS,neg,Arg,Deep,Eve,T3,A,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T3-B-noIS-neg.mzML,220729_Smp_Arg-Deep-Eve-T3-B-noIS-neg.mzML,Arg-Deep-Eve-T3-B.mzML,Smp,noIS,neg,Arg,Deep,Eve,T3,B,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T3-B-wIS.mzML,220729_Smp_Arg-Deep-Eve-T3-B-wIS.mzML,Arg-Deep-Eve-T3-B.mzML,Smp,wIS,neg,Arg,Deep,Eve,T3,B,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T3-C-noIS-neg.mzML,220729_Smp_Arg-Deep-Eve-T3-C-noIS-neg.mzML,Arg-Deep-Eve-T3-C.mzML,Smp,noIS,neg,Arg,Deep,Eve,T3,C,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T3-C-wIS.mzML,220729_Smp_Arg-Deep-Eve-T3-C-wIS.mzML,Arg-Deep-Eve-T3-C.mzML,Smp,wIS,neg,Arg,Deep,Eve,T3,C,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T73-A-noIS-neg.mzML,220729_Smp_Arg-Deep-Eve-T73-A-noIS-neg.mzML,Arg-Deep-Eve-T73-A.mzML,Smp,noIS,neg,Arg,Deep,Eve,T73,A,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T73-A-wIS.mzML,220729_Smp_Arg-Deep-Eve-T73-A-wIS.mzML,Arg-Deep-Eve-T73-A.mzML,Smp,wIS,neg,Arg,Deep,Eve,T73,A,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T73-B-noIS-neg.mzML,220729_Smp_Arg-Deep-Eve-T73-B-noIS-neg.mzML,Arg-Deep-Eve-T73-B.mzML,Smp,noIS,neg,Arg,Deep,Eve,T73,B,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T73-B-wIS.mzML,220729_Smp_Arg-Deep-Eve-T73-B-wIS.mzML,Arg-Deep-Eve-T73-B.mzML,Smp,wIS,neg,Arg,Deep,Eve,T73,B,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T73-C-noIS-neg.mzML,220729_Smp_Arg-Deep-Eve-T73-C-noIS-neg.mzML,Arg-Deep-Eve-T73-C.mzML,Smp,noIS,neg,Arg,Deep,Eve,T73,C,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Eve-T73-C-wIS.mzML,220729_Smp_Arg-Deep-Eve-T73-C-wIS.mzML,Arg-Deep-Eve-T73-C.mzML,Smp,wIS,neg,Arg,Deep,Eve,T73,C,18,2
mzMLs/neg/220729_Smp_Arg-Deep-Morn-T0-A-noIS-neg.mzML,220729_Smp_Arg-Deep-Morn-T0-A-noIS-neg.mzML,Arg-Deep-Morn-T0-A.mzML,Smp,noIS,neg,Arg,Deep,Morn,T0,A,16,2
mzMLs/neg/220729_Smp_Arg-Deep-Morn-T0-A-wIS.mzML,220729_Smp_Arg-Deep-Morn-T0-A-wIS.mzML,Arg-Deep-Morn-T0-A.mzML,Smp,wIS,neg,Arg,Deep,Morn,T0,A,16,2
mzMLs/neg/220729_Smp_Arg-Deep-Morn-T0-B-noIS-neg.mzML,220729_Smp_Arg-Deep-Morn-T0-B-noIS-neg.mzML,Arg-Deep-Morn-T0-B.mzML,Smp,noIS,neg,Arg,Deep,Morn,T0,B,16,2
mzMLs/neg/220729_Smp_Arg-Deep-Morn-T0-B-wIS.mzML,220729_Smp_Arg-Deep-Morn-T0-B-wIS.mzML,Arg-Deep-Morn-T0-B.mzML,Smp,wIS,neg,Arg,Deep,Morn,T0,B,16,2
mzMLs/neg/220729_Smp_Arg-Deep-Morn-T0-C-noIS-neg.mzML,220729_Smp_Arg-Deep-Morn-T0-C-noIS-neg.mzML,Arg-Deep-Morn-T0-C.mzML,Smp,noIS,neg,Arg,Deep,Morn,T0,C,16,2
mzMLs/neg/220729_Smp_Arg-Deep-Morn-T0-C-wIS.mzML,220729_Smp_Arg-Deep-Morn-T0-C-wIS.mzML,Arg-Deep-Morn-T0-C.mzML,Smp,wIS,neg,Arg,Deep,Morn,T0,C,16,2
mzMLs/neg/220729_Smp_Arg-Deep-Morn-T10-A-noIS-neg.mzML,220729_Smp_Arg-Deep-Morn-T10-A-noIS-neg.mzML,Arg-Deep-Morn-T10-A.mzML,Smp,noIS,neg,Arg,Deep,Morn,T10,A,16,2
mzMLs/neg/220729_Smp_Arg-Deep-Morn-T10-A-wIS.mzML,220729_Smp_Arg-Deep-Morn-T10-A-wIS.mzML,Arg-Deep-Morn-T10-A.mzML,Smp,wIS,neg,Arg,Deep,Morn,T10,A,16,2
mzMLs/neg/220729_Smp_Arg-Deep-Morn-T10-B-noIS-neg.mzML,220729_Smp_Arg-Deep-Morn-T10-B-noIS-neg.mzML,Arg-Deep-Morn-T10-B.mzML,Smp,noIS,neg,Arg,Deep,Morn,T10,B,16,2
mzMLs/neg/220729_Smp_Arg-Deep-Morn-T10-B-wIS.mzML,220729_Smp_Arg-Deep-Morn-T10-B-wIS.mzML,Arg-Deep-Morn-T10-B.mzML,Smp,wIS,neg,Arg,Deep,Morn,T10,B,16,2
mzMLs/neg/220729_Smp_Arg-Deep-Morn-T10-C-noIS-neg.mzML,220729_Smp_Arg-Deep-Morn-T10-C-noIS-neg.mzML,Arg-Deep-Morn-T10-C.mzML,Smp,noIS,neg,Arg,Deep,Morn,T10,C,16,2
mzMLs/neg/220729_Smp_Arg-Deep-Morn-T10-C-wIS.mzML,220729_Smp_Arg-Deep-Morn-T10-C-wIS.mzML,Arg-Deep-Morn-T10-C.mzML,Smp,wIS,neg,Arg,Deep,Morn,T10,C,16,2
mzMLs/neg/220729_Smp_Arg-Deep-Morn-T26-A-noIS-neg.mzML,220729_Smp_Arg-Deep-Morn-T26-A-noIS-neg.mzML,Arg-Deep-Morn-T26-A.mzML,Smp,noIS,neg,Arg,Deep,Morn,T26,A,16,2
mzMLs/neg/220729_Smp_Arg-Deep-Morn-T26-A-wIS.mzML,220729_Smp_Arg-Deep-Morn-T26-A-wIS.mzML,Arg-Deep-Morn-T26-A.mzML,Smp,wIS,neg,Arg,Deep,Morn,T26,A,16,2
mzMLs/neg/220729_Smp_Arg-Deep-Morn-T26-B-noIS-neg.mzML,220729_Smp_Arg-Deep-Morn-T26-B-noIS-neg.mzML,Arg-Deep-Morn-T26-B.mzML,Smp,noIS,neg,Arg,Deep,Morn,T26,B,16,2
mzMLs/neg/220729_Smp_Arg-Deep-Morn-T26-B-wIS.mzML,220729_Smp_Arg-Deep-Morn-T26-B-wIS.mzML,Arg-Deep-Morn-T26-B.mzML,Smp,wIS,neg,Arg,Deep,Morn,T26,B,16,2
mzMLs/neg/220729_Smp_Arg-Deep-Morn-T26-C-noIS-neg.mzML,220729_Smp_Arg-Deep-Morn-T26-C-noIS-neg.mzML,Arg-Deep-Morn-T26-C.mzML,Smp,noIS,neg,Arg,Deep,Morn,T26,C,16,2
mzMLs/neg/220729_Smp_Arg-Deep-Morn-T26-C-wIS.mzML,220729_Smp_Arg-Deep-Morn-T26-C-wIS.mzML,Arg-Deep-Morn-T26-C.mzML,Smp,wIS,neg,Arg,Deep,Morn,T26,C,16,2
